Id,Prediction
0,0.0027171632778641396
1,0.04445793069421684
2,0.03209859432646813
3,0.008373729904358043
4,0.024374234162110025
5,0.03171713462241039
6,0.009987748448128915
7,0.18077251076214298
8,0.02011795012931124
9,0.008308664387005034
10,0.017150302434692163
11,0.10033013946282145
12,0.01449943487712085
13,0.4712329432868549
14,0.014342493635213982
15,0.017965469861454347
16,0.7612827712519787
17,0.019980865719292046
18,0.04070188980340838
19,0.0465992297384039
20,0.014939334293113303
21,0.20226501412878736
22,0.22369212301268432
23,0.049369102724222805
24,0.04518355455379895
25,0.010413187700030952
26,0.05423472172085034
27,0.07255025811589402
28,0.02015065669592775
29,0.022478230884998358
30,0.04275618670920675
31,0.03210359436197151
32,0.05349748178989219
33,0.021561653629401434
34,0.004821235665315753
35,0.036967028601183206
36,0.03702075901310435
37,0.026639999619979544
38,0.050093095183870506
39,0.0032317730548780976
40,0.013723410270123337
41,0.0018914549533404041
42,0.06919777063068029
43,0.011385131524782408
44,0.317949508918288
45,0.07617045543391686
46,0.02027911177480109
47,0.03157592101742994
48,0.004938839314689493
49,0.03399514300615407
50,0.26553029050445587
51,0.01932933093502123
52,0.0084758587431486
53,0.01867697042783634
54,0.003974893369406714
55,0.030755162836581616
56,0.024817788132789176
57,0.5706961683892946
58,0.13303614107514808
59,0.020110135663931744
60,0.10585514275219635
61,0.0041102466077180535
62,0.08743545894753434
63,0.022271840947217375
64,0.016748245670468866
65,0.024963629658546795
66,0.02374180080231245
67,0.11876734949127264
68,0.009973469634251433
69,0.18222270822279704
70,0.04622518564069182
71,0.11802843463246575
72,0.4408645831235506
73,0.01819197683059796
74,0.01806973903086135
75,0.02930263609610256
76,0.08563985403788929
77,0.009778524741815968
78,0.012519103882011691
79,0.052858555185209884
80,0.008752165045396425
81,0.2913871396297649
82,0.07004536741706165
83,0.030502010012429834
84,0.7538125797060723
85,0.006116245896204951
86,0.07149113466860577
87,0.027694123681076214
88,0.04890205671979447
89,0.007322393073106445
90,0.012535936087307851
91,0.011375995583969687
92,0.003747720874440515
93,0.02707542509227915
94,0.0092399719581919
95,0.007503240125878777
96,0.025731927724454942
97,0.017601834116745704
98,0.21415611889633218
99,0.03427205471338265
100,0.034983701775002624
101,0.014481749082577003
102,0.007562696443602093
103,0.8806615647059626
104,0.10813044525884301
105,0.01681589074956387
106,0.2519978519274834
107,0.11714725373619063
108,0.009569811800416602
109,0.01900430520089883
110,0.1725494212667992
111,0.04360625555051743
112,0.005337501669996512
113,0.04204470720213072
114,0.009151172866915792
115,0.36630865361879156
116,0.012883612454950732
117,0.01167093395988751
118,0.0017811826023637048
119,0.0715880041828029
120,0.017483450334192928
121,0.11551404094121777
122,0.007578817979698305
123,0.004100683825060876
124,0.1352536427567572
125,0.7065400919097226
126,0.02235503625478787
127,0.004953783696266461
128,0.43981972039991507
129,0.11480520704700267
130,0.01822553900544427
131,0.018066959768504923
132,0.06585003078073907
133,0.06975461597580879
134,0.4061878220097769
135,0.06468030569920645
136,0.1006396178303783
137,0.018811165020274023
138,0.010587025914595254
139,0.10660452043244675
140,0.11107837954450787
141,0.008254077686422797
142,0.02756356701106834
143,0.012208779635202848
144,0.05188040481716691
145,0.01134095078434315
146,0.025071478631838548
147,0.0377533279503803
148,0.0779354981385011
149,0.028528050702839453
150,0.008427246197493974
151,0.15978047959423397
152,0.093935164212551
153,0.004545741408867713
154,0.04678089609413391
155,0.015854446402018475
156,0.12330903888726047
157,0.019509874246360016
158,0.18719330906076603
159,0.0689677222883423
160,0.00469233503202433
161,0.13636544952105542
162,0.02976741929902714
163,0.02381209303238456
164,0.02343134272781411
165,0.07984339111872517
166,0.9316876549422436
167,0.03940065491459605
168,0.019243119391688893
169,0.004215765079862435
170,0.048009257267813965
171,0.44504585402549807
172,0.012381987959059712
173,0.061418148162904196
174,0.23260676742608494
175,0.028234274165139673
176,0.18845236132030538
177,0.026757035345402833
178,0.07935753975849315
179,0.019905167265661713
180,0.006148717172962753
181,0.11576510751046218
182,0.005347337124855325
183,0.01654264728944881
184,0.006142316659539125
185,0.012610551324977994
186,0.04472217897104392
187,0.004390230949961634
188,0.06619540595535515
189,0.4889754999550696
190,0.021196409591191213
191,0.02682487085821672
192,0.006999467336487524
193,0.1103253964794448
194,0.509136710121406
195,0.02939424225796513
196,0.2634378044724233
197,0.01153749637363755
198,0.0349802945880593
199,0.008245103398536572
200,0.06556314993400791
201,0.06788028272756053
202,0.6583908245499395
203,0.008183485956819668
204,0.06049265285106537
205,0.01762274500841112
206,0.007092271846217734
207,0.009209223582315898
208,0.0667642474250884
209,0.08786557396293963
210,0.00417188347249839
211,0.01277060083653176
212,0.045490932493649223
213,0.1122299592179999
214,0.053362637646190744
215,0.004383906834179024
216,0.0639713622917477
217,0.01423154635752585
218,0.07098815140582453
219,0.0076148181900469215
220,0.05219391453305609
221,0.0032352985427282067
222,0.02329065654049434
223,0.08794706135150362
224,0.00547107468351428
225,0.004109065611545646
226,0.2542662270613908
227,0.25169229787377007
228,0.02383707581538514
229,0.009812717416743017
230,0.06315047520055148
231,0.12571164286435263
232,0.027642434894365835
233,0.053221543867562185
234,0.01042360905595504
235,0.03211846531828006
236,0.009811880460602275
237,0.007842999625331774
238,0.011154234738148909
239,0.25094891479180204
240,0.0100955494687619
241,0.03077291717802372
242,0.008726900001190191
243,0.7584599760707338
244,0.03563285405375274
245,0.010519866236065269
246,0.004968543214542742
247,0.01492022509268726
248,0.08467259836271551
249,0.3250444156489568
250,0.1168958419041347
251,0.041032425503417784
252,0.002618348489063677
253,0.20644499042834735
254,0.013500560084452093
255,0.07120901456450394
256,0.011499272618226124
257,0.008671686408469544
258,0.04042796298342063
259,0.01965665561073533
260,0.0269719631574665
261,0.01996804651518959
262,0.013747324122046654
263,0.0955576627856347
264,0.0162647964987618
265,0.07596914482522713
266,0.0038107512886310807
267,0.05291230898172288
268,0.03656088085422494
269,0.08443600061164012
270,0.09788787890300718
271,0.005625988888162798
272,0.3115564934204028
273,0.09420108172098365
274,0.005294010627596287
275,0.06444957976497388
276,0.009120038450345268
277,0.06866327746778603
278,0.018944426129035796
279,0.024329165548135023
280,0.01796196960925774
281,0.0568792343982859
282,0.024004899039153208
283,0.031989255913747364
284,0.010129175201090922
285,0.09875886892770258
286,0.1632171445533366
287,0.03915681973418202
288,0.009565696388370385
289,0.011789937326051122
290,0.0074550374549969415
291,0.13755189207140844
292,0.03540820342015502
293,0.05302042257885561
294,0.012887515064677115
295,0.0071700875157608545
296,0.001866764603732497
297,0.12237437152857675
298,0.06100530395300671
299,0.04116833882642579
300,0.033879525090459994
301,0.09959145142966291
302,0.055016747065784556
303,0.008764352914721019
304,0.009387750237506372
305,0.04194684810505413
306,0.10506647691727576
307,0.12659575381140972
308,0.007220385735413126
309,0.026952754979413688
310,0.03720143090677134
311,0.8964910348283056
312,0.22175706237846096
313,0.043268222136406104
314,0.014456660636746955
315,0.020959012047564934
316,0.002059775139729452
317,0.013009416564266347
318,0.232832525566141
319,0.11474554814679831
320,0.05786121805043445
321,0.22209857937189056
322,0.0052726078466942446
323,0.06160394318065779
324,0.026227981500784005
325,0.501057007661695
326,0.05169006997469015
327,0.009273589624680782
328,0.02316468225725073
329,0.07872001024854001
330,0.06184026279295136
331,0.011247561862360193
332,0.011053524900174664
333,0.033651837279620525
334,0.06126372734836166
335,0.17126590493794402
336,0.0020322163086315508
337,0.03857204018949903
338,0.017579602775035192
339,0.1510736485883075
340,0.020341618102290553
341,0.06081486506521777
342,0.02297867972343164
343,0.07544509969002625
344,0.011672723378448713
345,0.05227809366365985
346,0.006210813992558514
347,0.05306833630696224
348,0.0019372258586442639
349,0.08056214486072406
350,0.028205357189121545
351,0.018815580003454634
352,0.02577232114723295
353,0.025241020860903664
354,0.03007011490000972
355,0.0706199503696086
356,0.014713680425001251
357,0.007953656889622043
358,0.02820092881900288
359,0.013319599320629892
360,0.20799636180150577
361,0.023430074515699964
362,0.009128210762183227
363,0.024172371532458728
364,0.004139318097610294
365,0.0959965774022368
366,0.006414775984029519
367,0.03807451339799232
368,0.016648911186877075
369,0.014689224361937158
370,0.017092929414818245
371,0.012065708979591815
372,0.004825970851129665
373,0.0236231646939724
374,0.0171025498927509
375,0.34541699794817354
376,0.02599735119858816
377,0.06798839735883143
378,0.14265527155246294
379,0.4105120363292976
380,0.006445371492150305
381,0.025421787170736166
382,0.00770242603945578
383,0.03228052192355249
384,0.08507788126565227
385,0.13993852133470738
386,0.010779540277734553
387,0.07455868921387833
388,0.016940928577484873
389,0.01908142082885691
390,0.06235320446261732
391,0.016463226924576788
392,0.032082235277002505
393,0.47245880759425873
394,0.005631193031799783
395,5.476060091411016e-09
396,0.004486264851595388
397,0.00482194460415258
398,0.21658845278545732
399,0.016077830368004812
400,0.02710526582149818
401,0.0069422193491844135
402,0.06329090495788002
403,0.9645507805253338
404,0.11514684231310772
405,0.11040492205248537
406,0.016956110624290113
407,0.00621214638073404
408,0.002452321308735831
409,0.021133659004943406
410,0.027565866638251422
411,0.0216853191964806
412,0.016894114312940026
413,0.5203781658503437
414,0.003987082096643989
415,0.12447411603913733
416,0.811562112334623
417,0.08459581289844083
418,0.03681297537952431
419,0.013936437987096501
420,0.0034580318705034877
421,0.0033023017351724157
422,0.010738322614830601
423,0.029348817518254463
424,0.007282157318528522
425,0.021982371185388132
426,0.01027788080241373
427,0.17398389413927334
428,0.015561277812071537
429,0.025527436843621826
430,0.00574424970215746
431,0.018301911642266636
432,0.015501229159788849
433,0.023683650485170602
434,0.18941627011879192
435,0.08857995920214048
436,0.008145418151209978
437,0.05248770384811085
438,0.011382407146028567
439,0.42738098586019135
440,0.10805252574762993
441,0.05712881431853187
442,0.008508698251617644
443,0.05601769687668056
444,0.7549444370525958
445,0.0729398565299794
446,0.5772757762011611
447,0.015109783201361252
448,0.021157946046107007
449,0.017968159466094744
450,0.020408875506273322
451,0.051923253303465956
452,0.2880156674901473
453,0.029993840639554067
454,0.016396993890936722
455,0.04907243872563412
456,0.05490784848935348
457,0.05301806252540555
458,0.004773101275010455
459,0.004231903443166903
460,0.09396976416555097
461,0.5477937501395473
462,0.5759555487789669
463,0.6437221002280145
464,0.002799937759138496
465,0.01922847940808923
466,0.029852376886788157
467,0.058921175143852166
468,0.022572702947786027
469,0.023276483711829176
470,0.025611511656253125
471,0.021150925831652307
472,0.17788002237591155
473,0.004484020770819997
474,0.09427552639078976
475,0.06235769542682635
476,0.03337709457781346
477,0.001214228587728817
478,0.20770920378199886
479,0.09037458268155968
480,0.2701444658726029
481,0.15446311783458835
482,0.028715221056708904
483,0.025911985934646956
484,0.18687476799753713
485,0.012982869381117612
486,0.01331395534377927
487,0.496048174319367
488,0.0036409234730666886
489,0.0032361855924465236
490,0.00587880462781745
491,0.019397226602101796
492,0.11165295881063679
493,0.006706242347513684
494,0.2595987919080409
495,0.2532143078104031
496,0.010401985301967965
497,0.03016172120398046
498,0.010458543049800175
499,0.008954451436808368
500,0.014055939321163165
501,0.03241507300776025
502,0.00947097517919454
503,0.004953892973327965
504,0.25276781697127504
505,0.003714619164041643
506,0.017232768834881375
507,0.005947136831373754
508,0.012374183894704398
509,0.005689041142195989
510,0.008736312085573295
511,0.04835703327348785
512,0.007047343636958831
513,0.006952711678676579
514,0.03304891159409851
515,0.013116981919200604
516,0.0052666390991325356
517,0.08028347018535853
518,0.005250257208267071
519,0.4822673211453838
520,0.026636665318023455
521,0.04349280367611516
522,0.08967237982151391
523,0.04815205829554607
524,0.006876532550972193
525,0.09676136236953053
526,0.1306749478032036
527,0.026588797701349927
528,0.3741168468217277
529,0.06552641455959901
530,0.005025518021182889
531,0.09698906260855479
532,0.34344054662454954
533,0.02195971948587088
534,0.023814773677504713
535,0.0270606976720699
536,0.009567036747030693
537,0.0603844679574293
538,0.013515971965311952
539,0.03566029504106829
540,0.07029772482288775
541,0.19833756531840674
542,0.40913235013245386
543,0.4627679802763804
544,0.02299718486430222
545,0.043424615940018105
546,0.29164306258207845
547,0.01150861345587207
548,0.006051572152144975
549,0.012614497648881154
550,0.015430900359733478
551,0.004677529015031907
552,0.18086207584835026
553,0.00851580426976427
554,0.8080534211154484
555,0.015150880051406876
556,0.005224046831421188
557,0.04052495443353182
558,0.029042992352342735
559,0.007056951682800191
560,0.008004535551372923
561,0.007282175419687255
562,0.009521071271297452
563,0.034138540440966286
564,0.3990757191029193
565,0.01099667268463602
566,0.06526821316473677
567,0.12673097189857177
568,0.02477510052822336
569,0.40705244404765517
570,0.04317368523426109
571,0.1899633573716367
572,0.3839425988914999
573,0.0433460307735277
574,0.05486067218594463
575,0.01504513293557614
576,0.0106085068021373
577,0.027366651726200595
578,0.0957879371817666
579,0.013855132408200953
580,0.06614254308528814
581,0.2390845388298165
582,0.11239246197349309
583,0.008542546638392275
584,0.046283684330396514
585,0.02344481144191598
586,0.05471101580754045
587,0.029045794610878133
588,0.020552614924143613
589,0.019122190917863654
590,0.06732840624414052
591,0.42314296638352794
592,0.0045093387022907775
593,0.01064378865530276
594,0.016057470455723918
595,0.009900750717456861
596,0.012096731923560314
597,0.14231641942812825
598,0.0051664046742618775
599,0.03752428585640445
600,0.5289364701878211
601,0.0652912324573934
602,0.14006005948821348
603,0.008138870322632163
604,0.10644636605194589
605,0.007571395903997647
606,0.036880536644081786
607,0.06384122930407143
608,0.04557064388701805
609,0.07827553755062118
610,0.004399656630325071
611,0.06014334266891972
612,0.03515242099872539
613,0.004380361336753481
614,0.02685487431597543
615,0.06768921815377837
616,0.01331137104748256
617,0.04352986370343472
618,0.2839973125481048
619,0.004525347235870059
620,0.09946004646293982
621,0.039583851271499514
622,0.03207963630534718
623,0.005555791034291012
624,0.05763362135526023
625,0.15992631414278075
626,0.030309124923967153
627,0.008152357722640995
628,0.010388096860749768
629,0.04545570064947666
630,0.04394879957143175
631,0.15711164039971962
632,0.012369507041014555
633,0.33848705563962755
634,0.011771234368612871
635,0.10448837611734714
636,0.027007023246905904
637,0.20358437102378793
638,0.045698011624187455
639,0.037903027133344654
640,0.08709432870686994
641,0.06576513795081755
642,0.11306466252164335
643,0.025554036037066862
644,0.029114365036642397
645,0.10714634456512988
646,0.0990191890845751
647,0.011813605549156543
648,0.023899312849384038
649,0.013376923378466936
650,0.09970977485764168
651,0.023570494687098004
652,0.007679982881562567
653,0.00514882970149347
654,0.02656953607983376
655,0.05258505867116911
656,0.2651778726406409
657,0.01208457714685561
658,0.01365618538552324
659,0.03385738779348267
660,0.07975709708327265
661,0.07723800332544044
662,0.008542451831160132
663,0.09153976177735573
664,0.008936795406499247
665,0.05972288207520078
666,0.12848164948294033
667,0.04219035879145396
668,0.040158512196292066
669,0.011153176631638808
670,0.048816599395375714
671,0.016466778308917025
672,0.631911019018703
673,0.0673400619563403
674,0.019096887706861753
675,0.01898791689994287
676,0.004608432065444185
677,0.19824454067681313
678,0.004784981298133133
679,0.05384444610922661
680,0.6329837373825964
681,0.008738097766691608
682,0.16630224012122344
683,0.0362860991046982
684,0.005129518306080492
685,0.04608244327146256
686,0.06656272849973664
687,0.08512517679686216
688,0.05907563524437093
689,0.020218954598071923
690,0.19499445430096632
691,0.014142222359993413
692,0.10706199826868441
693,0.009076006672890937
694,0.027617973952889643
695,0.04409775649066273
696,0.0429402410270301
697,0.02584711930067633
698,0.2918462098621941
699,0.05621583623599153
700,0.06932856720848887
701,0.06396660607924538
702,0.03958526599036441
703,0.003946044497716118
704,0.03654123735478176
705,0.0031967160193423134
706,0.010481457190327404
707,0.004557993123983549
708,0.019388466418869776
709,0.13410975795789554
710,0.005469242262889784
711,0.03911381691311558
712,0.06737336319783582
713,0.38438759207054246
714,0.04600440865492435
715,0.0119925726317908
716,0.009968290792840055
717,0.01661770306049967
718,0.01575674964581182
719,0.0037410363814731518
720,0.008461775943634243
721,0.012180583839162673
722,0.039235115240141574
723,0.6325658847263843
724,0.6279244859950427
725,0.026218579172701064
726,0.07534770923202748
727,0.020359776737601844
728,0.6912840584111448
729,0.0427446882906138
730,0.08745876932191307
731,0.038870736496224495
732,0.1827693181783911
733,0.5001739250021099
734,0.019644148363206163
735,0.27677148406582
736,0.7464051842602771
737,0.040921311761709475
738,0.004184576179656251
739,0.027256936338388715
740,0.00307491291675728
741,0.1820035684554134
742,0.015182056479288396
743,0.5729414968335013
744,0.007892033849880279
745,0.056023085757724585
746,0.1176450006928515
747,0.06566287013302319
748,0.030185908501874248
749,0.24806103225433992
750,0.09866982339368204
751,0.0299821625731465
752,0.015477224006407777
753,0.016849753743634257
754,0.025331180664277256
755,0.04119288728640168
756,0.014085831693600517
757,0.040109430861911086
758,0.005917231525180532
759,0.04704550687954159
760,0.005137215198101979
761,0.027747207959145506
762,0.0036048931853971174
763,0.16761923997193923
764,0.06474809873929754
765,0.03952094358094475
766,0.0028356090550826327
767,0.07656016157270425
768,0.17639539696021608
769,0.009864413948751545
770,0.002688537066420914
771,0.054127332322229105
772,0.019373062441080117
773,0.007530474939871271
774,0.021444744399687223
775,0.0374071585891722
776,0.009132443890273345
777,0.019002762021205176
778,0.038828578267773535
779,0.14408801049530873
780,0.0072973936903106456
781,0.011810363780385573
782,0.00830778063022358
783,0.05622479232592249
784,0.018356179682357608
785,0.04356590062819239
786,0.010078259575881906
787,0.20720566084478018
788,0.4178137519253218
789,0.007525361770301628
790,0.004445508501224736
791,0.04472117880929
792,0.015941706717309212
793,0.021689445038694247
794,0.18887032672805384
795,0.04681749290256057
796,0.012396829052546047
797,0.0255813090361665
798,0.007646350072464021
799,0.01637793613825204
800,0.013961645984264758
801,0.022046954010558534
802,0.04558911521828495
803,0.02694885710485356
804,0.2396362043829916
805,0.07248274229357927
806,0.012288425086710637
807,0.027445947927391565
808,0.03522602808836736
809,0.007869575870897375
810,0.009702954665483864
811,0.0036275032546957634
812,0.019122586317989125
813,0.0711045736909869
814,0.01671530730178473
815,0.039856012378285524
816,0.1458595983118589
817,0.008378276819862796
818,0.25204060594208944
819,0.075340556689703
820,0.11888509350078104
821,0.013875648732447857
822,0.01996647758183426
823,0.013482367933196909
824,0.01631057200426568
825,0.10057587374770678
826,0.07115658118402064
827,0.15546021742079194
828,0.06738313465769395
829,0.01890243992088361
830,0.017631349510830046
831,0.010799880133020728
832,0.030368522765189712
833,0.011420416637461347
834,0.10192562108394683
835,0.055319989233658
836,0.04404454861293007
837,0.017250459215340384
838,0.007908853734595062
839,0.025251061580352462
840,0.006542539133788177
841,0.022298387535647564
842,0.0029885175320040064
843,0.006022868890135238
844,0.0065467295946397015
845,0.006214670422754171
846,0.006634651947532243
847,0.01852607629782993
848,0.032205344485128094
849,0.044977142588948735
850,0.1607826019786008
851,0.3125483546162415
852,0.0083471385905823
853,0.1756990704839925
854,0.3583401196357455
855,0.01616600361433246
856,0.020772999325976912
857,0.012433654891912895
858,0.13679022154635023
859,0.013317729836772776
860,0.08747536029224491
861,0.058365969642097906
862,0.08125459922460503
863,0.038385782864115314
864,0.17462998620588738
865,0.6395924127905771
866,0.004311563034790314
867,0.01786374845968373
868,0.024872581625610662
869,0.03679926976292967
870,0.030491228868851576
871,0.3246588658302912
872,0.5035803697388769
873,0.025417583046756658
874,0.26039446544419803
875,0.03204803877675904
876,0.00442848043248882
877,0.03892967657029416
878,0.3260955554759449
879,0.1569217286464217
880,0.010127359649255603
881,0.017549275985416325
882,0.41690529138263105
883,0.15739494621594113
884,0.0010520725000412589
885,0.028649211211690687
886,0.032696475434997
887,0.04353984944316743
888,0.05444634898692704
889,0.20162413361472842
890,9.98245353819563e-07
891,0.004005880791420601
